QueryID	Q0	DocID	Rank	Score	RunID
18	Q0	889338	1	1.0	run18
18	Q0	712847	2	1.0	run18
18	Q0	708130	3	1.0	run18
18	Q0	695941	4	1.0	run18
18	Q0	685019	5	1.0	run18
18	Q0	678308	6	1.0	run18
18	Q0	668852	7	1.0	run18
18	Q0	662656	8	1.0	run18
18	Q0	654725	9	1.0	run18
18	Q0	652972	10	1.0	run18
18	Q0	646616	11	1.0	run18
18	Q0	622514	12	1.0	run18
18	Q0	613216	13	1.0	run18
18	Q0	600069	14	1.0	run18
18	Q0	581382	15	1.0	run18
18	Q0	566851	16	1.0	run18
18	Q0	566850	17	1.0	run18
18	Q0	518269	18	1.0	run18
18	Q0	494083	19	1.0	run18
18	Q0	431337	20	1.0	run18
18	Q0	431249	21	1.0	run18
18	Q0	419004	22	1.0	run18
18	Q0	405483	23	1.0	run18
18	Q0	381134	24	1.0	run18
18	Q0	376693	25	1.0	run18
18	Q0	366427	26	1.0	run18
18	Q0	339428	27	1.0	run18
18	Q0	321029	28	1.0	run18
18	Q0	320341	29	1.0	run18
18	Q0	313581	30	1.0	run18
18	Q0	305899	31	1.0	run18
18	Q0	233841	32	1.0	run18
18	Q0	231436	33	1.0	run18
18	Q0	226505	34	1.0	run18
18	Q0	223039	35	1.0	run18
18	Q0	219334	36	1.0	run18
18	Q0	212032	37	1.0	run18
18	Q0	209048	38	1.0	run18
18	Q0	198619	39	1.0	run18
18	Q0	197097	40	1.0	run18
18	Q0	195927	41	1.0	run18
18	Q0	194478	42	1.0	run18
18	Q0	190842	43	1.0	run18
18	Q0	161885	44	1.0	run18
18	Q0	151001	45	1.0	run18
18	Q0	145992	46	1.0	run18
18	Q0	138107	47	1.0	run18
18	Q0	105304	48	1.0	run18
18	Q0	99139	49	1.0	run18
18	Q0	84795	50	1.0	run18
18	Q0	72823	51	1.0	run18
18	Q0	58375	52	1.0	run18
18	Q0	51379	53	1.0	run18
18	Q0	6974	54	1.0	run18
