QueryID	Q0	DocID	Rank	Score	RunID
54	Q0	817839	1	3.0	run54
54	Q0	696788	2	3.0	run54
54	Q0	686515	3	3.0	run54
54	Q0	360659	4	3.0	run54
54	Q0	318762	5	3.0	run54
54	Q0	879634	6	2.0	run54
54	Q0	865658	7	2.0	run54
54	Q0	838216	8	2.0	run54
54	Q0	649069	9	2.0	run54
54	Q0	158944	10	2.0	run54
54	Q0	48929	11	2.0	run54
54	Q0	889545	12	1.0	run54
54	Q0	889521	13	1.0	run54
54	Q0	889519	14	1.0	run54
54	Q0	889518	15	1.0	run54
54	Q0	889514	16	1.0	run54
54	Q0	888676	17	1.0	run54
54	Q0	879820	18	1.0	run54
54	Q0	879812	19	1.0	run54
54	Q0	879615	20	1.0	run54
54	Q0	879399	21	1.0	run54
54	Q0	873044	22	1.0	run54
54	Q0	872961	23	1.0	run54
54	Q0	865670	24	1.0	run54
54	Q0	865429	25	1.0	run54
54	Q0	865007	26	1.0	run54
54	Q0	862580	27	1.0	run54
54	Q0	862567	28	1.0	run54
54	Q0	862085	29	1.0	run54
54	Q0	859065	30	1.0	run54
54	Q0	859057	31	1.0	run54
54	Q0	858815	32	1.0	run54
54	Q0	856049	33	1.0	run54
54	Q0	855171	34	1.0	run54
54	Q0	852108	35	1.0	run54
54	Q0	852101	36	1.0	run54
54	Q0	851724	37	1.0	run54
54	Q0	849012	38	1.0	run54
54	Q0	848233	39	1.0	run54
54	Q0	841730	40	1.0	run54
54	Q0	841717	41	1.0	run54
54	Q0	834727	42	1.0	run54
54	Q0	831274	43	1.0	run54
54	Q0	831273	44	1.0	run54
54	Q0	827817	45	1.0	run54
54	Q0	827581	46	1.0	run54
54	Q0	824415	47	1.0	run54
54	Q0	824397	48	1.0	run54
54	Q0	821464	49	1.0	run54
54	Q0	820809	50	1.0	run54
54	Q0	817437	51	1.0	run54
54	Q0	816986	52	1.0	run54
54	Q0	815342	53	1.0	run54
54	Q0	814000	54	1.0	run54
54	Q0	813941	55	1.0	run54
54	Q0	801505	56	1.0	run54
54	Q0	773977	57	1.0	run54
54	Q0	770323	58	1.0	run54
54	Q0	770037	59	1.0	run54
54	Q0	769405	60	1.0	run54
54	Q0	759248	61	1.0	run54
54	Q0	737759	62	1.0	run54
54	Q0	737484	63	1.0	run54
54	Q0	732736	64	1.0	run54
54	Q0	722692	65	1.0	run54
54	Q0	720526	66	1.0	run54
54	Q0	719202	67	1.0	run54
54	Q0	712960	68	1.0	run54
54	Q0	710864	69	1.0	run54
54	Q0	708334	70	1.0	run54
54	Q0	703153	71	1.0	run54
54	Q0	690289	72	1.0	run54
54	Q0	689743	73	1.0	run54
54	Q0	689741	74	1.0	run54
54	Q0	689735	75	1.0	run54
54	Q0	684144	76	1.0	run54
54	Q0	683543	77	1.0	run54
54	Q0	682990	78	1.0	run54
54	Q0	682909	79	1.0	run54
54	Q0	682891	80	1.0	run54
54	Q0	682301	81	1.0	run54
54	Q0	680743	82	1.0	run54
54	Q0	680193	83	1.0	run54
54	Q0	675588	84	1.0	run54
54	Q0	675587	85	1.0	run54
54	Q0	673580	86	1.0	run54
54	Q0	659691	87	1.0	run54
54	Q0	654057	88	1.0	run54
54	Q0	653096	89	1.0	run54
54	Q0	645358	90	1.0	run54
54	Q0	645349	91	1.0	run54
54	Q0	635416	92	1.0	run54
54	Q0	632734	93	1.0	run54
54	Q0	628591	94	1.0	run54
54	Q0	628287	95	1.0	run54
54	Q0	621265	96	1.0	run54
54	Q0	619322	97	1.0	run54
54	Q0	617778	98	1.0	run54
54	Q0	611014	99	1.0	run54
54	Q0	604451	100	1.0	run54
54	Q0	596950	101	1.0	run54
54	Q0	581378	102	1.0	run54
54	Q0	580295	103	1.0	run54
54	Q0	578305	104	1.0	run54
54	Q0	570344	105	1.0	run54
54	Q0	567807	106	1.0	run54
54	Q0	564225	107	1.0	run54
54	Q0	545939	108	1.0	run54
54	Q0	544921	109	1.0	run54
54	Q0	536101	110	1.0	run54
54	Q0	529449	111	1.0	run54
54	Q0	528418	112	1.0	run54
54	Q0	527608	113	1.0	run54
54	Q0	522112	114	1.0	run54
