QueryID	Q0	DocID	Rank	Score	RunID
41	Q0	890331	1	8.0	run41
41	Q0	890322	2	3.0	run41
41	Q0	890318	3	3.0	run41
41	Q0	890316	4	3.0	run41
41	Q0	890312	5	3.0	run41
41	Q0	890311	6	3.0	run41
41	Q0	890310	7	3.0	run41
41	Q0	890295	8	3.0	run41
41	Q0	591966	9	3.0	run41
41	Q0	338554	10	3.0	run41
41	Q0	14220	11	3.0	run41
41	Q0	890328	12	2.0	run41
41	Q0	890302	13	2.0	run41
41	Q0	890300	14	2.0	run41
41	Q0	329814	15	2.0	run41
41	Q0	130703	16	2.0	run41
41	Q0	890332	17	1.0	run41
41	Q0	890326	18	1.0	run41
41	Q0	890319	19	1.0	run41
41	Q0	890315	20	1.0	run41
41	Q0	890304	21	1.0	run41
41	Q0	890303	22	1.0	run41
41	Q0	890301	23	1.0	run41
41	Q0	890294	24	1.0	run41
41	Q0	890292	25	1.0	run41
41	Q0	636777	26	1.0	run41
41	Q0	602295	27	1.0	run41
41	Q0	556843	28	1.0	run41
41	Q0	553257	29	1.0	run41
41	Q0	479329	30	1.0	run41
41	Q0	405245	31	1.0	run41
41	Q0	94399	32	1.0	run41
41	Q0	39998	33	1.0	run41
