QueryID	Q0	DocID	Rank	Score	RunID
17	Q0	890536	1	1.0	run17
17	Q0	889338	2	1.0	run17
17	Q0	889337	3	1.0	run17
17	Q0	889335	4	1.0	run17
17	Q0	889333	5	1.0	run17
17	Q0	889330	6	1.0	run17
17	Q0	889329	7	1.0	run17
17	Q0	878465	8	1.0	run17
17	Q0	877320	9	1.0	run17
17	Q0	875098	10	1.0	run17
17	Q0	874878	11	1.0	run17
17	Q0	871420	12	1.0	run17
17	Q0	866833	13	1.0	run17
17	Q0	860040	14	1.0	run17
17	Q0	857750	15	1.0	run17
17	Q0	850771	16	1.0	run17
17	Q0	838122	17	1.0	run17
17	Q0	837395	18	1.0	run17
17	Q0	832241	19	1.0	run17
17	Q0	832240	20	1.0	run17
17	Q0	828803	21	1.0	run17
17	Q0	818431	22	1.0	run17
17	Q0	817745	23	1.0	run17
17	Q0	816978	24	1.0	run17
17	Q0	816144	25	1.0	run17
17	Q0	813948	26	1.0	run17
17	Q0	812743	27	1.0	run17
17	Q0	779856	28	1.0	run17
17	Q0	767565	29	1.0	run17
17	Q0	739269	30	1.0	run17
17	Q0	737497	31	1.0	run17
17	Q0	737013	32	1.0	run17
17	Q0	732116	33	1.0	run17
17	Q0	728336	34	1.0	run17
17	Q0	712847	35	1.0	run17
17	Q0	708813	36	1.0	run17
17	Q0	708474	37	1.0	run17
17	Q0	708130	38	1.0	run17
17	Q0	695941	39	1.0	run17
17	Q0	695759	40	1.0	run17
17	Q0	691292	41	1.0	run17
17	Q0	690200	42	1.0	run17
17	Q0	685019	43	1.0	run17
17	Q0	683414	44	1.0	run17
17	Q0	680691	45	1.0	run17
17	Q0	680252	46	1.0	run17
17	Q0	680143	47	1.0	run17
17	Q0	678601	48	1.0	run17
17	Q0	678574	49	1.0	run17
17	Q0	678308	50	1.0	run17
17	Q0	674132	51	1.0	run17
17	Q0	668852	52	1.0	run17
17	Q0	662961	53	1.0	run17
17	Q0	662656	54	1.0	run17
17	Q0	659743	55	1.0	run17
17	Q0	654725	56	1.0	run17
17	Q0	652972	57	1.0	run17
17	Q0	646616	58	1.0	run17
17	Q0	645317	59	1.0	run17
17	Q0	642810	60	1.0	run17
17	Q0	641611	61	1.0	run17
17	Q0	635041	62	1.0	run17
17	Q0	629497	63	1.0	run17
17	Q0	627837	64	1.0	run17
17	Q0	622514	65	1.0	run17
17	Q0	613216	66	1.0	run17
17	Q0	600069	67	1.0	run17
17	Q0	596298	68	1.0	run17
17	Q0	589659	69	1.0	run17
17	Q0	589166	70	1.0	run17
17	Q0	586102	71	1.0	run17
17	Q0	585447	72	1.0	run17
17	Q0	581382	73	1.0	run17
17	Q0	576855	74	1.0	run17
17	Q0	566851	75	1.0	run17
17	Q0	566850	76	1.0	run17
17	Q0	565879	77	1.0	run17
17	Q0	536655	78	1.0	run17
17	Q0	536270	79	1.0	run17
17	Q0	533774	80	1.0	run17
17	Q0	518269	81	1.0	run17
17	Q0	511429	82	1.0	run17
17	Q0	511255	83	1.0	run17
17	Q0	510091	84	1.0	run17
17	Q0	509716	85	1.0	run17
17	Q0	496302	86	1.0	run17
17	Q0	495916	87	1.0	run17
17	Q0	495531	88	1.0	run17
17	Q0	494083	89	1.0	run17
17	Q0	482054	90	1.0	run17
17	Q0	469831	91	1.0	run17
17	Q0	468931	92	1.0	run17
17	Q0	461150	93	1.0	run17
17	Q0	458399	94	1.0	run17
17	Q0	447705	95	1.0	run17
17	Q0	446833	96	1.0	run17
17	Q0	431337	97	1.0	run17
17	Q0	431249	98	1.0	run17
17	Q0	426349	99	1.0	run17
17	Q0	419004	100	1.0	run17
17	Q0	405483	101	1.0	run17
17	Q0	405044	102	1.0	run17
17	Q0	402113	103	1.0	run17
17	Q0	399106	104	1.0	run17
17	Q0	398412	105	1.0	run17
17	Q0	397606	106	1.0	run17
17	Q0	381134	107	1.0	run17
17	Q0	376693	108	1.0	run17
17	Q0	370499	109	1.0	run17
17	Q0	368694	110	1.0	run17
17	Q0	366427	111	1.0	run17
17	Q0	350544	112	1.0	run17
17	Q0	339428	113	1.0	run17
17	Q0	333591	114	1.0	run17
17	Q0	333070	115	1.0	run17
17	Q0	332223	116	1.0	run17
17	Q0	324460	117	1.0	run17
17	Q0	321029	118	1.0	run17
17	Q0	320341	119	1.0	run17
17	Q0	313581	120	1.0	run17
17	Q0	305899	121	1.0	run17
17	Q0	303163	122	1.0	run17
17	Q0	302786	123	1.0	run17
17	Q0	285282	124	1.0	run17
17	Q0	284411	125	1.0	run17
17	Q0	281413	126	1.0	run17
17	Q0	279024	127	1.0	run17
17	Q0	275691	128	1.0	run17
17	Q0	268966	129	1.0	run17
17	Q0	251576	130	1.0	run17
17	Q0	246807	131	1.0	run17
17	Q0	243990	132	1.0	run17
17	Q0	243127	133	1.0	run17
17	Q0	233841	134	1.0	run17
17	Q0	233416	135	1.0	run17
17	Q0	233213	136	1.0	run17
17	Q0	231436	137	1.0	run17
17	Q0	227856	138	1.0	run17
17	Q0	226789	139	1.0	run17
17	Q0	226505	140	1.0	run17
17	Q0	223039	141	1.0	run17
17	Q0	222590	142	1.0	run17
17	Q0	222589	143	1.0	run17
17	Q0	219476	144	1.0	run17
17	Q0	219334	145	1.0	run17
17	Q0	218670	146	1.0	run17
17	Q0	215058	147	1.0	run17
17	Q0	212174	148	1.0	run17
17	Q0	212032	149	1.0	run17
17	Q0	209048	150	1.0	run17
17	Q0	201171	151	1.0	run17
17	Q0	198619	152	1.0	run17
17	Q0	198060	153	1.0	run17
17	Q0	197488	154	1.0	run17
17	Q0	197097	155	1.0	run17
17	Q0	196359	156	1.0	run17
17	Q0	196343	157	1.0	run17
17	Q0	195927	158	1.0	run17
17	Q0	194478	159	1.0	run17
17	Q0	190842	160	1.0	run17
17	Q0	181007	161	1.0	run17
17	Q0	166778	162	1.0	run17
17	Q0	163138	163	1.0	run17
17	Q0	162037	164	1.0	run17
17	Q0	161885	165	1.0	run17
17	Q0	159554	166	1.0	run17
17	Q0	151001	167	1.0	run17
17	Q0	145992	168	1.0	run17
17	Q0	145512	169	1.0	run17
17	Q0	138107	170	1.0	run17
17	Q0	135040	171	1.0	run17
17	Q0	124668	172	1.0	run17
17	Q0	105304	173	1.0	run17
17	Q0	99139	174	1.0	run17
17	Q0	90090	175	1.0	run17
17	Q0	84795	176	1.0	run17
17	Q0	77686	177	1.0	run17
17	Q0	75970	178	1.0	run17
17	Q0	73568	179	1.0	run17
17	Q0	72823	180	1.0	run17
17	Q0	58375	181	1.0	run17
17	Q0	51379	182	1.0	run17
17	Q0	50205	183	1.0	run17
17	Q0	48579	184	1.0	run17
17	Q0	40925	185	1.0	run17
17	Q0	40171	186	1.0	run17
17	Q0	6974	187	1.0	run17
