QueryID	Q0	DocID	Rank	Score	RunID
7	Q0	889761	1	1.0	run7
7	Q0	888986	2	1.0	run7
7	Q0	888982	3	1.0	run7
7	Q0	888981	4	1.0	run7
7	Q0	888976	5	1.0	run7
7	Q0	888969	6	1.0	run7
7	Q0	888962	7	1.0	run7
7	Q0	861858	8	1.0	run7
7	Q0	830572	9	1.0	run7
7	Q0	827127	10	1.0	run7
7	Q0	817006	11	1.0	run7
7	Q0	815221	12	1.0	run7
7	Q0	804051	13	1.0	run7
7	Q0	800728	14	1.0	run7
7	Q0	786482	15	1.0	run7
7	Q0	786189	16	1.0	run7
7	Q0	752875	17	1.0	run7
7	Q0	738575	18	1.0	run7
7	Q0	725954	19	1.0	run7
7	Q0	725720	20	1.0	run7
7	Q0	711812	21	1.0	run7
7	Q0	686307	22	1.0	run7
7	Q0	682550	23	1.0	run7
7	Q0	673473	24	1.0	run7
7	Q0	672487	25	1.0	run7
7	Q0	660282	26	1.0	run7
7	Q0	656671	27	1.0	run7
7	Q0	653906	28	1.0	run7
7	Q0	652966	29	1.0	run7
7	Q0	646063	30	1.0	run7
7	Q0	630915	31	1.0	run7
7	Q0	607798	32	1.0	run7
7	Q0	583662	33	1.0	run7
7	Q0	558129	34	1.0	run7
7	Q0	535889	35	1.0	run7
7	Q0	519064	36	1.0	run7
7	Q0	510526	37	1.0	run7
7	Q0	506846	38	1.0	run7
7	Q0	494877	39	1.0	run7
7	Q0	494875	40	1.0	run7
7	Q0	491933	41	1.0	run7
7	Q0	491525	42	1.0	run7
7	Q0	479149	43	1.0	run7
7	Q0	475038	44	1.0	run7
7	Q0	470765	45	1.0	run7
7	Q0	457964	46	1.0	run7
7	Q0	447070	47	1.0	run7
7	Q0	443332	48	1.0	run7
7	Q0	439258	49	1.0	run7
7	Q0	432354	50	1.0	run7
7	Q0	385645	51	1.0	run7
7	Q0	380119	52	1.0	run7
7	Q0	336969	53	1.0	run7
7	Q0	325127	54	1.0	run7
7	Q0	319381	55	1.0	run7
7	Q0	315159	56	1.0	run7
7	Q0	304093	57	1.0	run7
7	Q0	302010	58	1.0	run7
7	Q0	301077	59	1.0	run7
7	Q0	299683	60	1.0	run7
7	Q0	290136	61	1.0	run7
7	Q0	273096	62	1.0	run7
7	Q0	256785	63	1.0	run7
7	Q0	255960	64	1.0	run7
7	Q0	252079	65	1.0	run7
7	Q0	247474	66	1.0	run7
7	Q0	238169	67	1.0	run7
7	Q0	227774	68	1.0	run7
7	Q0	226361	69	1.0	run7
7	Q0	214485	70	1.0	run7
7	Q0	193190	71	1.0	run7
7	Q0	190700	72	1.0	run7
7	Q0	188372	73	1.0	run7
7	Q0	183207	74	1.0	run7
7	Q0	172435	75	1.0	run7
7	Q0	170783	76	1.0	run7
7	Q0	163688	77	1.0	run7
7	Q0	160675	78	1.0	run7
7	Q0	158913	79	1.0	run7
7	Q0	157695	80	1.0	run7
7	Q0	144597	81	1.0	run7
7	Q0	143007	82	1.0	run7
7	Q0	135573	83	1.0	run7
7	Q0	130526	84	1.0	run7
7	Q0	129493	85	1.0	run7
7	Q0	124273	86	1.0	run7
7	Q0	122637	87	1.0	run7
7	Q0	119410	88	1.0	run7
7	Q0	118095	89	1.0	run7
7	Q0	110143	90	1.0	run7
7	Q0	108468	91	1.0	run7
7	Q0	105086	92	1.0	run7
7	Q0	97783	93	1.0	run7
7	Q0	84117	94	1.0	run7
7	Q0	61360	95	1.0	run7
7	Q0	49439	96	1.0	run7
7	Q0	47137	97	1.0	run7
7	Q0	32914	98	1.0	run7
7	Q0	24585	99	1.0	run7
7	Q0	23168	100	1.0	run7
