QueryID	Q0	DocID	Rank	Score	RunID
56	Q0	18129	1	2375.0	run56
56	Q0	578478	2	861.0	run56
56	Q0	476525	3	680.0	run56
56	Q0	187095	4	546.0	run56
56	Q0	545071	5	499.0	run56
56	Q0	519141	6	374.0	run56
56	Q0	824148	7	234.0	run56
56	Q0	785248	8	232.0	run56
56	Q0	664457	9	232.0	run56
56	Q0	648147	10	232.0	run56
56	Q0	600635	11	232.0	run56
56	Q0	594177	12	232.0	run56
56	Q0	521297	13	232.0	run56
56	Q0	418939	14	232.0	run56
56	Q0	561177	15	215.0	run56
56	Q0	276217	16	177.0	run56
56	Q0	575533	17	172.0	run56
56	Q0	344044	18	160.0	run56
56	Q0	2690	19	160.0	run56
56	Q0	535675	20	145.0	run56
56	Q0	500887	21	123.0	run56
56	Q0	236105	22	120.0	run56
56	Q0	213766	23	120.0	run56
56	Q0	167160	24	120.0	run56
56	Q0	162302	25	120.0	run56
56	Q0	112112	26	120.0	run56
56	Q0	553035	27	117.0	run56
56	Q0	757551	28	110.0	run56
56	Q0	543549	29	103.0	run56
56	Q0	340153	30	92.0	run56
56	Q0	306545	31	90.0	run56
56	Q0	376985	32	79.0	run56
56	Q0	631395	33	78.0	run56
56	Q0	276366	34	76.0	run56
56	Q0	257029	35	76.0	run56
56	Q0	349771	36	73.0	run56
56	Q0	204980	37	73.0	run56
56	Q0	543378	38	68.0	run56
56	Q0	70203	39	68.0	run56
56	Q0	495003	40	64.0	run56
56	Q0	1773	41	61.0	run56
56	Q0	534	42	59.0	run56
56	Q0	841404	43	58.0	run56
56	Q0	604170	44	58.0	run56
56	Q0	597769	45	58.0	run56
56	Q0	555500	46	58.0	run56
56	Q0	545163	47	56.0	run56
56	Q0	506854	48	56.0	run56
56	Q0	308787	49	56.0	run56
56	Q0	206091	50	56.0	run56
56	Q0	54025	51	56.0	run56
56	Q0	843287	52	52.0	run56
56	Q0	719199	53	52.0	run56
56	Q0	536338	54	52.0	run56
56	Q0	522409	55	52.0	run56
56	Q0	202394	56	52.0	run56
56	Q0	182313	57	52.0	run56
56	Q0	849563	58	51.0	run56
56	Q0	820775	59	51.0	run56
56	Q0	311310	60	51.0	run56
56	Q0	748299	61	50.0	run56
56	Q0	486715	62	50.0	run56
56	Q0	211909	63	49.0	run56
56	Q0	775344	64	48.0	run56
56	Q0	769287	65	48.0	run56
56	Q0	701871	66	48.0	run56
56	Q0	384284	67	48.0	run56
56	Q0	348704	68	48.0	run56
56	Q0	167865	69	48.0	run56
56	Q0	813712	70	47.0	run56
56	Q0	682927	71	47.0	run56
56	Q0	666739	72	47.0	run56
56	Q0	450333	73	47.0	run56
56	Q0	750247	74	46.0	run56
56	Q0	702454	75	46.0	run56
56	Q0	683543	76	46.0	run56
56	Q0	309720	77	46.0	run56
56	Q0	151504	78	46.0	run56
56	Q0	6889	79	46.0	run56
56	Q0	809403	80	45.0	run56
56	Q0	792778	81	45.0	run56
56	Q0	759661	82	45.0	run56
56	Q0	752269	83	45.0	run56
56	Q0	848792	84	44.0	run56
56	Q0	800914	85	43.0	run56
56	Q0	798011	86	43.0	run56
56	Q0	775219	87	43.0	run56
56	Q0	764235	88	43.0	run56
56	Q0	753059	89	43.0	run56
56	Q0	225500	90	43.0	run56
56	Q0	146784	91	43.0	run56
56	Q0	21636	92	43.0	run56
56	Q0	737473	93	42.0	run56
56	Q0	652263	94	42.0	run56
56	Q0	367062	95	42.0	run56
56	Q0	482757	96	41.0	run56
56	Q0	393501	97	41.0	run56
56	Q0	377454	98	41.0	run56
56	Q0	673608	99	40.0	run56
