QueryID	Q0	DocID	Rank	Score	RunID
38	Q0	890217	1	29.0	run38
38	Q0	890208	2	29.0	run38
38	Q0	890206	3	12.0	run38
38	Q0	569532	4	12.0	run38
38	Q0	569516	5	12.0	run38
38	Q0	552417	6	12.0	run38
38	Q0	890222	7	11.0	run38
38	Q0	890216	8	10.0	run38
38	Q0	890210	9	10.0	run38
38	Q0	337913	10	10.0	run38
38	Q0	67107	11	10.0	run38
38	Q0	25628	12	10.0	run38
38	Q0	890224	13	8.0	run38
38	Q0	648210	14	8.0	run38
38	Q0	438042	15	8.0	run38
38	Q0	890226	16	6.0	run38
38	Q0	633153	17	5.0	run38
38	Q0	487503	18	5.0	run38
38	Q0	215921	19	5.0	run38
38	Q0	205409	20	5.0	run38
38	Q0	126442	21	5.0	run38
38	Q0	19644	22	5.0	run38
38	Q0	890231	23	4.0	run38
38	Q0	890227	24	4.0	run38
38	Q0	890221	25	4.0	run38
38	Q0	890213	26	4.0	run38
38	Q0	726980	27	4.0	run38
38	Q0	707105	28	4.0	run38
38	Q0	579177	29	4.0	run38
38	Q0	463118	30	4.0	run38
38	Q0	396459	31	4.0	run38
38	Q0	302078	32	4.0	run38
38	Q0	259427	33	4.0	run38
38	Q0	233291	34	4.0	run38
38	Q0	157882	35	4.0	run38
38	Q0	143725	36	4.0	run38
38	Q0	143724	37	4.0	run38
38	Q0	118832	38	4.0	run38
38	Q0	113100	39	4.0	run38
38	Q0	91706	40	4.0	run38
38	Q0	75229	41	4.0	run38
38	Q0	61472	42	4.0	run38
38	Q0	890205	43	3.0	run38
38	Q0	703994	44	3.0	run38
38	Q0	687065	45	3.0	run38
38	Q0	686046	46	3.0	run38
38	Q0	682527	47	3.0	run38
38	Q0	673184	48	3.0	run38
38	Q0	659213	49	3.0	run38
38	Q0	629302	50	3.0	run38
38	Q0	575033	51	3.0	run38
38	Q0	517343	52	3.0	run38
38	Q0	504991	53	3.0	run38
38	Q0	285690	54	3.0	run38
38	Q0	239145	55	3.0	run38
38	Q0	172107	56	3.0	run38
38	Q0	106974	57	3.0	run38
