QueryID	Q0	DocID	Rank	Score	RunID
46	Q0	544921	1	134.0	run46
46	Q0	717024	2	100.0	run46
46	Q0	459465	3	100.0	run46
46	Q0	457248	4	100.0	run46
46	Q0	330589	5	100.0	run46
46	Q0	360659	6	78.0	run46
46	Q0	890440	7	77.0	run46
46	Q0	839563	8	77.0	run46
46	Q0	804380	9	77.0	run46
46	Q0	696788	10	76.0	run46
46	Q0	417770	11	76.0	run46
46	Q0	195010	12	76.0	run46
46	Q0	879634	13	73.0	run46
46	Q0	649069	14	73.0	run46
46	Q0	23187	15	71.0	run46
46	Q0	649055	16	69.0	run46
46	Q0	316391	17	69.0	run46
46	Q0	208317	18	69.0	run46
46	Q0	201279	19	69.0	run46
46	Q0	134379	20	69.0	run46
46	Q0	486289	21	68.0	run46
46	Q0	692926	22	67.0	run46
46	Q0	646763	23	67.0	run46
46	Q0	389211	24	67.0	run46
46	Q0	353719	25	67.0	run46
46	Q0	106808	26	67.0	run46
46	Q0	72880	27	67.0	run46
46	Q0	311508	28	65.0	run46
46	Q0	89556	29	65.0	run46
46	Q0	35235	30	65.0	run46
46	Q0	35234	31	65.0	run46
46	Q0	438973	32	64.0	run46
46	Q0	63786	33	62.0	run46
46	Q0	701978	34	61.0	run46
46	Q0	518368	35	61.0	run46
46	Q0	419878	36	61.0	run46
46	Q0	390955	37	61.0	run46
46	Q0	341106	38	61.0	run46
46	Q0	79818	39	61.0	run46
46	Q0	55143	40	61.0	run46
46	Q0	53095	41	61.0	run46
46	Q0	53030	42	61.0	run46
46	Q0	804923	43	60.0	run46
46	Q0	771984	44	60.0	run46
46	Q0	768393	45	60.0	run46
46	Q0	757229	46	60.0	run46
46	Q0	742642	47	60.0	run46
46	Q0	712897	48	60.0	run46
46	Q0	701186	49	60.0	run46
46	Q0	663573	50	60.0	run46
46	Q0	662766	51	60.0	run46
46	Q0	620680	52	60.0	run46
46	Q0	593165	53	60.0	run46
46	Q0	589323	54	60.0	run46
46	Q0	239780	55	60.0	run46
46	Q0	171745	56	60.0	run46
46	Q0	136449	57	60.0	run46
46	Q0	100026	58	60.0	run46
46	Q0	67510	59	60.0	run46
46	Q0	46161	60	60.0	run46
46	Q0	628281	61	59.0	run46
46	Q0	559251	62	59.0	run46
46	Q0	462366	63	59.0	run46
46	Q0	725585	64	58.0	run46
46	Q0	868202	65	56.0	run46
46	Q0	693666	66	56.0	run46
46	Q0	669539	67	56.0	run46
46	Q0	535625	68	56.0	run46
46	Q0	768824	69	54.0	run46
46	Q0	663041	70	54.0	run46
46	Q0	607498	71	54.0	run46
46	Q0	417772	72	54.0	run46
46	Q0	869335	73	53.0	run46
46	Q0	842638	74	53.0	run46
46	Q0	827817	75	53.0	run46
46	Q0	717021	76	53.0	run46
46	Q0	433689	77	53.0	run46
46	Q0	427766	78	53.0	run46
46	Q0	131680	79	53.0	run46
46	Q0	878727	80	51.0	run46
46	Q0	848618	81	51.0	run46
46	Q0	816986	82	51.0	run46
46	Q0	701882	83	51.0	run46
46	Q0	665836	84	51.0	run46
46	Q0	571700	85	51.0	run46
46	Q0	491416	86	51.0	run46
46	Q0	461031	87	51.0	run46
46	Q0	461029	88	51.0	run46
46	Q0	449390	89	51.0	run46
46	Q0	421532	90	51.0	run46
46	Q0	98647	91	51.0	run46
46	Q0	61692	92	51.0	run46
46	Q0	25889	93	51.0	run46
46	Q0	24729	94	51.0	run46
46	Q0	814121	95	50.0	run46
46	Q0	651145	96	50.0	run46
46	Q0	541931	97	50.0	run46
46	Q0	486463	98	50.0	run46
46	Q0	131553	99	50.0	run46
46	Q0	63907	100	50.0	run46
46	Q0	131557	101	49.0	run46
46	Q0	29700	102	49.0	run46
46	Q0	23031	103	49.0	run46
46	Q0	834716	104	48.0	run46
46	Q0	791555	105	48.0	run46
46	Q0	737482	106	48.0	run46
46	Q0	663935	107	48.0	run46
46	Q0	469374	108	48.0	run46
46	Q0	451722	109	48.0	run46
46	Q0	421349	110	48.0	run46
46	Q0	377865	111	48.0	run46
46	Q0	497395	112	47.0	run46
46	Q0	496534	113	47.0	run46
46	Q0	400162	114	47.0	run46
46	Q0	852768	115	46.0	run46
46	Q0	849281	116	46.0	run46
46	Q0	687180	117	46.0	run46
46	Q0	628278	118	46.0	run46
46	Q0	614506	119	46.0	run46
46	Q0	399418	120	46.0	run46
46	Q0	349376	121	46.0	run46
46	Q0	196826	122	46.0	run46
46	Q0	162554	123	46.0	run46
46	Q0	888678	124	45.0	run46
46	Q0	888653	125	45.0	run46
46	Q0	879495	126	45.0	run46
46	Q0	865670	127	45.0	run46
46	Q0	796960	128	45.0	run46
46	Q0	790720	129	45.0	run46
46	Q0	697337	130	45.0	run46
46	Q0	661822	131	45.0	run46
46	Q0	412299	132	45.0	run46
46	Q0	385373	133	45.0	run46
46	Q0	335524	134	45.0	run46
46	Q0	162614	135	45.0	run46
46	Q0	127468	136	45.0	run46
46	Q0	113861	137	45.0	run46
46	Q0	87657	138	45.0	run46
46	Q0	79777	139	45.0	run46
46	Q0	878796	140	44.0	run46
46	Q0	363826	141	44.0	run46
46	Q0	355543	142	44.0	run46
46	Q0	309395	143	44.0	run46
46	Q0	282724	144	44.0	run46
46	Q0	855202	145	43.0	run46
46	Q0	720560	146	43.0	run46
46	Q0	679441	147	43.0	run46
46	Q0	661818	148	43.0	run46
46	Q0	646971	149	43.0	run46
46	Q0	578137	150	43.0	run46
46	Q0	528665	151	43.0	run46
46	Q0	513450	152	43.0	run46
46	Q0	492649	153	43.0	run46
46	Q0	488270	154	43.0	run46
46	Q0	455877	155	43.0	run46
46	Q0	426713	156	43.0	run46
46	Q0	425723	157	43.0	run46
46	Q0	292788	158	43.0	run46
46	Q0	271842	159	43.0	run46
46	Q0	260197	160	43.0	run46
46	Q0	244248	161	43.0	run46
46	Q0	197612	162	43.0	run46
46	Q0	130832	163	43.0	run46
46	Q0	111733	164	43.0	run46
46	Q0	104841	165	43.0	run46
46	Q0	90519	166	43.0	run46
46	Q0	71022	167	43.0	run46
46	Q0	64267	168	43.0	run46
46	Q0	61090	169	43.0	run46
46	Q0	43901	170	43.0	run46
46	Q0	37196	171	43.0	run46
46	Q0	37170	172	43.0	run46
46	Q0	23666	173	43.0	run46
46	Q0	645349	174	42.0	run46
